County,Year,Number,Rate (per 10k),Age (<4YO),Gender (M),White,African,Asian,Hispanic,Other,Good AQI,Moderate AQI,Unhealthy AQI,AQI Median,CO AQI,NO2 AQI,O3 AQI,SO2 AQI,PM2.5 AQI,PM10 AQI,Area burned percent
Alameda,2010,104.0,242.42,1,1,0,0,0,0,1,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,95.0,113.83,0,0,0,0,0,0,1,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,142.0,160.64,0,1,0,0,0,0,1,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,63.0,61.92,1,0,1,0,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,119.0,108.57,1,1,1,0,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,105.0,37.31,0,0,1,0,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,156.0,53.83,0,1,1,0,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2011,113.0,217.06,1,0,0,1,0,0,0,0.602739726027,0.367123287671,0.0301369863014,44.0,0.0,0.0438356164384,0.372602739726,0.0,0.583561643836,0.0,0.318622973668
Alameda,2011,189.0,353.47,1,1,0,1,0,0,0,0.602739726027,0.367123287671,0.0301369863014,44.0,0.0,0.0438356164384,0.372602739726,0.0,0.583561643836,0.0,0.318622973668
Alameda,2011,202.0,136.21,0,0,0,1,0,0,0,0.602739726027,0.367123287671,0.0301369863014,44.0,0.0,0.0438356164384,0.372602739726,0.0,0.583561643836,0.0,0.318622973668
Alameda,2011,273.0,183.85,0,1,0,1,0,0,0,0.602739726027,0.367123287671,0.0301369863014,44.0,0.0,0.0438356164384,0.372602739726,0.0,0.583561643836,0.0,0.318622973668
Alameda,2011,53.0,45.41,1,0,0,0,1,0,0,0.602739726027,0.367123287671,0.0301369863014,44.0,0.0,0.0438356164384,0.372602739726,0.0,0.583561643836,0.0,0.318622973668
